Entity,Year,Country code,suicide rate
Netherlands,1976,NLD,9.035349
Netherlands,1977,NLD,8.780551
Netherlands,1978,NLD,9.135732
Netherlands,1979,NLD,9.801365
Netherlands,1980,NLD,9.371664
Netherlands,1981,NLD,9.240136
Netherlands,1982,NLD,9.772309
Netherlands,1983,NLD,10.76355
Netherlands,1984,NLD,11.09751
Netherlands,1985,NLD,10.10531
Netherlands,1986,NLD,9.736112
Netherlands,1987,NLD,9.683856
Netherlands,1988,NLD,9.006235
Netherlands,1989,NLD,8.992529
Netherlands,1990,NLD,8.410317
Netherlands,1991,NLD,9.204144
Netherlands,1992,NLD,8.964912
Netherlands,1993,NLD,8.777864
Netherlands,1994,NLD,8.8611
Netherlands,1995,NLD,8.446718
Netherlands,1996,NLD,8.656008
Netherlands,1997,NLD,8.704878
Netherlands,1998,NLD,8.236586
Netherlands,1999,NLD,8.246371
Netherlands,2000,NLD,8.000276
Netherlands,2001,NLD,7.799189
Netherlands,2002,NLD,8.234311
Netherlands,2003,NLD,7.788221
Netherlands,2004,NLD,7.801102
Netherlands,2005,NLD,8.164005
New Zealand,1950,NZL,9.0554
New Zealand,1951,NZL,9.763074
New Zealand,1952,NZL,10.14251
New Zealand,1953,NZL,9.711038
New Zealand,1954,NZL,8.59666
New Zealand,1955,NZL,9.072195
New Zealand,1956,NZL,9.458788
New Zealand,1957,NZL,10.02139
New Zealand,1958,NZL,10.16197
New Zealand,1959,NZL,9.24017
New Zealand,1960,NZL,10.2839
New Zealand,1961,NZL,9.060349
New Zealand,1962,NZL,9.04999
New Zealand,1963,NZL,10.28979
New Zealand,1964,NZL,8.602016
New Zealand,1965,NZL,9.86611
New Zealand,1966,NZL,9.772851
New Zealand,1967,NZL,10.93388
New Zealand,1968,NZL,10.42069
New Zealand,1969,NZL,10.73066
New Zealand,1970,NZL,10.19759
New Zealand,1971,NZL,8.871929
New Zealand,1972,NZL,9.487917
New Zealand,1973,NZL,9.232681
New Zealand,1974,NZL,9.549904
New Zealand,1975,NZL,10.10023
New Zealand,1976,NZL,9.691712
New Zealand,1977,NZL,12.40648
New Zealand,1978,NZL,10.64097
New Zealand,1979,NZL,9.95038
New Zealand,1980,NZL,10.79644
New Zealand,1981,NZL,10.18198
New Zealand,1982,NZL,11.27103
New Zealand,1983,NZL,10.73867
New Zealand,1984,NZL,11.66898
New Zealand,1985,NZL,9.995724
New Zealand,1986,NZL,12.30094
New Zealand,1987,NZL,13.5976
New Zealand,1988,NZL,13.98206
New Zealand,1989,NZL,13.45858
New Zealand,1990,NZL,13.10906
New Zealand,1991,NZL,13.20053
New Zealand,1992,NZL,13.61933
New Zealand,1993,NZL,12.02431
New Zealand,1994,NZL,13.67746
New Zealand,1995,NZL,14.53862
New Zealand,1996,NZL,14.21908
New Zealand,1997,NZL,14.83414
New Zealand,1998,NZL,15.02567
New Zealand,1999,NZL,13.34678
New Zealand,2000,NZL,11.83916
New Zealand,2001,NZL,12.91569
New Zealand,2002,NZL,11.67196
New Zealand,2003,NZL,12.41268
New Zealand,2004,NZL,11.81556
New Zealand,2005,NZL,12.17976
Nicaragua,2002,NIC,13.15647
Nicaragua,2004,NIC,12.12226868
Nicaragua,2005,NIC,12.12226868
Niger,2002,NER,9.237587
Niger,2004,NER,9.257975578
Niger,2005,NER,9.257975578
Nigeria,2002,NGA,7.281508
Nigeria,2004,NGA,7.631049633
Nigeria,2005,NGA,7.631049633
Niue,2002,NIU,4.409268
Niue,2004,NIU,4.217076302
Niue,2005,NIU,4.217076302
North Korea,2002,PRK,5.166117
North Korea,2004,PRK,4.735673428
North Korea,2005,PRK,4.735673428
Norway,1951,NOR,5.949848
Norway,1952,NOR,6.338094
Norway,1953,NOR,6.933944
Norway,1954,NOR,6.780933
Norway,1955,NOR,6.805039
Norway,1956,NOR,6.656648
Norway,1957,NOR,6.65373
Norway,1958,NOR,6.561034
Norway,1959,NOR,7.132935
Norway,1960,NOR,6.053056
Norway,1961,NOR,6.249229
Norway,1962,NOR,7.249916
Norway,1963,NOR,7.292679
Norway,1964,NOR,6.609901
Norway,1965,NOR,7.193688
Norway,1966,NOR,6.464213
Norway,1967,NOR,6.344692
Norway,1968,NOR,7.568803
Norway,1969,NOR,7.584558
Norway,1970,NOR,7.94972
Norway,1971,NOR,7.772841
Norway,1972,NOR,8.516699
Norway,1973,NOR,8.158231
Norway,1974,NOR,9.948808
Norway,1975,NOR,9.354595
Norway,1976,NOR,10.17054
Norway,1977,NOR,11.02213
Norway,1978,NOR,11.18785
Norway,1979,NOR,11.58347
Norway,1980,NOR,11.61248
Norway,1981,NOR,12.13646
Norway,1982,NOR,13.33471
Norway,1983,NOR,13.70544
Norway,1984,NOR,13.35334
Norway,1985,NOR,13.37068
Norway,1986,NOR,13.01929
Norway,1987,NOR,14.25503
Norway,1988,NOR,15.64157
Norway,1989,NOR,14.2321
Norway,1990,NOR,14.02974
Norway,1991,NOR,14.41485
Norway,1992,NOR,13.0069
Norway,1993,NOR,12.28191
Norway,1994,NOR,11.38587
Norway,1995,NOR,11.55208
Norway,1996,NOR,10.7995
Norway,1997,NOR,10.91138
Norway,1998,NOR,11.60942
Norway,1999,NOR,12.41599
Norway,2000,NOR,11.44005
Norway,2001,NOR,11.28768
Norway,2002,NOR,9.992784
Norway,2003,NOR,10.35183
Norway,2004,NOR,10.72357
Norway,2005,NOR,10.823
Oman,2002,OMN,3.814847
Oman,2004,OMN,3.716739416
Oman,2005,OMN,3.716739416
Pakistan,2002,PAK,13.96756
Pakistan,2004,PAK,12.86981487
Pakistan,2005,PAK,12.86981487
Palau,2002,PLW,5.579326
Palau,2004,PLW,5.554276466
Palau,2005,PLW,5.554276466
Panama,1984,PAN,1.634696
Panama,1985,PAN,3.117213
Panama,1986,PAN,4.503479
Panama,1987,PAN,4.578268
Panama,1988,PAN,4.238075
Panama,1989,PAN,3.407573
Panama,1996,PAN,4.583152
Panama,1997,PAN,5.682899
Panama,1998,PAN,5.705083
Panama,1999,PAN,5.420964
Panama,2000,PAN,5.349835
Panama,2001,PAN,5.826587
Panama,2002,PAN,5.814389
Panama,2003,PAN,6.69641
Panama,2004,PAN,6.195792
Panama,2005,PAN,6.1052819
Papua New Guinea,2002,PNG,12.44662
Papua New Guinea,2004,PNG,11.95694065
Papua New Guinea,2005,PNG,11.95694065
Paraguay,1994,PRY,3.006316
Paraguay,1995,PRY,2.912517
Paraguay,1996,PRY,2.378467
Paraguay,1997,PRY,2.833245
Paraguay,1998,PRY,3.239362
Paraguay,1999,PRY,3.577368
Paraguay,2000,PRY,3.373229
Paraguay,2001,PRY,3.188297
Paraguay,2002,PRY,3.418299
Paraguay,2003,PRY,3.385875
Paraguay,2004,PRY,4.474054
Paraguay,2005,PRY,4.409532
Peru,2002,PER,1.8759
Peru,2004,PER,1.658907771
Peru,2005,PER,1.658907771
Philippines,1992,PHL,0.6353301
Philippines,1993,PHL,1.469929
Philippines,1997,PHL,1.350521
Philippines,1998,PHL,1.43672
Philippines,1999,PHL,1.661201
Philippines,2000,PHL,2.188521
Philippines,2001,PHL,1.809625
Philippines,2002,PHL,1.866777
Philippines,2003,PHL,2.186046
Philippines,2004,PHL,1.922485113
Philippines,2005,PHL,1.922485113
Poland,1959,POL,7.339004
Poland,1960,POL,8.736814
Poland,1961,POL,9.564972
Poland,1962,POL,10.05943
Poland,1963,POL,9.06005
Poland,1964,POL,9.172454
Poland,1965,POL,9.625675
Poland,1966,POL,10.47866
Poland,1967,POL,10.6868
Poland,1968,POL,11.04561
Poland,1969,POL,11.50053
Poland,1970,POL,11.5039
Poland,1971,POL,11.82271
Poland,1972,POL,11.99342
Poland,1973,POL,11.67589
Poland,1974,POL,11.11854
Poland,1975,POL,11.13316
Poland,1976,POL,11.86378
Poland,1977,POL,12.11314
Poland,1978,POL,12.96601
Poland,1979,POL,12.47814
Poland,1983,POL,12.14406
Poland,1984,POL,13.7317
Poland,1985,POL,13.03489
Poland,1986,POL,12.76347
Poland,1987,POL,13.03219
Poland,1988,POL,11.92608
Poland,1989,POL,11.04187
Poland,1990,POL,12.68793
Poland,1991,POL,13.43896
Poland,1992,POL,14.31187
Poland,1993,POL,13.98428
Poland,1994,POL,13.58305
Poland,1995,POL,13.36345
Poland,1996,POL,13.10995
Poland,1999,POL,13.56346
Poland,2000,POL,13.78471
Poland,2001,POL,13.65072
Poland,2002,POL,13.6517
Poland,2003,POL,13.38901
Poland,2004,POL,13.81242
Poland,2005,POL,13.63706
Portugal,1955,PRT,9.764024
Portugal,1956,PRT,10.68105
Portugal,1957,PRT,8.586464
Portugal,1958,PRT,9.343464
Portugal,1959,PRT,9.703836
Portugal,1960,PRT,9.007988
Portugal,1961,PRT,9.241166
Portugal,1962,PRT,8.76357
Portugal,1963,PRT,9.724659
Portugal,1964,PRT,9.650346
Portugal,1965,PRT,9.415473
Portugal,1966,PRT,9.795267
Portugal,1967,PRT,10.14005
Portugal,1968,PRT,9.452449
Portugal,1969,PRT,8.68035
Portugal,1970,PRT,8.103641
Portugal,1971,PRT,8.103888
Portugal,1972,PRT,7.841224
Portugal,1973,PRT,8.201069
Portugal,1974,PRT,8.049552
Portugal,1975,PRT,8.096562
Portugal,1976,PRT,8.302361
Portugal,1977,PRT,8.719281
Portugal,1978,PRT,9.029814
Portugal,1979,PRT,9.504736
Portugal,1980,PRT,7.085851
Portugal,1981,PRT,7.323402
Portugal,1982,PRT,7.759789
Portugal,1983,PRT,9.075723
Portugal,1984,PRT,9.594799
Portugal,1985,PRT,8.797668
Portugal,1986,PRT,8.301185
Portugal,1987,PRT,8.450044
Portugal,1988,PRT,7.000268
Portugal,1989,PRT,6.273369
Portugal,1990,PRT,7.357389
Portugal,1991,PRT,7.869371
Portugal,1992,PRT,7.127646
Portugal,1993,PRT,6.269461
Portugal,1994,PRT,6.145826
Portugal,1995,PRT,6.410863
Portugal,1996,PRT,4.892168
Portugal,1997,PRT,4.765046
Portugal,1998,PRT,4.110432
Portugal,1999,PRT,3.881602
Portugal,2000,PRT,3.696454
Portugal,2001,PRT,5.546455
Portugal,2002,PRT,8.800402
Portugal,2003,PRT,8.100833
Portugal,2004,PRT,8.188375473
Portugal,2005,PRT,8.188375473
Qatar,2002,QAT,3.256135
Qatar,2004,QAT,2.515720844
Qatar,2005,QAT,2.515720844
Romania,1989,ROU,10.38418
Romania,1990,ROU,8.392699
Romania,1991,ROU,8.661991
Romania,1992,ROU,10.72752
Romania,1993,ROU,11.27867
Romania,1994,ROU,11.7192
Romania,1995,ROU,11.34378
Romania,1996,ROU,11.35801
Romania,1997,ROU,11.55556
Romania,1998,ROU,11.27186
Romania,1999,ROU,10.78912
Romania,2000,ROU,11.10574
Romania,2001,ROU,10.66391
Romania,2002,ROU,12.20508
Romania,2003,ROU,11.38388
Romania,2004,ROU,10.63957
Romania,2005,ROU,10.05932
Russia,1980,RUS,32.61327
Russia,1981,RUS,31.97382
Russia,1982,RUS,32.35289
Russia,1985,RUS,29.07068
Russia,1986,RUS,21.37716
Russia,1987,RUS,21.51458
Russia,1988,RUS,22.58067
Russia,1989,RUS,23.98959
Russia,1990,RUS,24.66499
Russia,1991,RUS,24.67332
Russia,1992,RUS,28.77415
Russia,1993,RUS,35.33885
Russia,1994,RUS,38.99647
Russia,1995,RUS,38.40206
Russia,1996,RUS,36.31998
Russia,1997,RUS,34.26565
Russia,1998,RUS,32.09895
Russia,1999,RUS,35.32395
Russia,2000,RUS,35.24324
Russia,2001,RUS,35.49273
Russia,2002,RUS,34.11
Russia,2003,RUS,31.46093
Russia,2004,RUS,29.86262
Russia,2005,RUS,27.87416
Rwanda,2002,RWA,10.7916
Rwanda,2004,RWA,13.11794853
Rwanda,2005,RWA,13.11794853
Saint Lucia,2002,LCA,5.848927
Saint Lucia,2004,LCA,8.21094799
Saint Lucia,2005,LCA,8.21094799
Saint Vincent and the Grenadines,2002,VCT,8.423156
Saint Vincent and the Grenadines,2004,VCT,9.593027115
Saint Vincent and the Grenadines,2005,VCT,9.593027115
Samoa,2002,WSM,5.410833
Samoa,2004,WSM,5.542323589
Samoa,2005,WSM,5.542323589
San Marino,2002,SMR,7.093159
San Marino,2004,SMR,6.087670803
San Marino,2005,SMR,6.087670803
Sao Tome and Principe,2002,STP,9.090421
Sao Tome and Principe,2004,STP,10.49314976
Sao Tome and Principe,2005,STP,10.49314976
Saudi Arabia,2002,SAU,5.955035
Saudi Arabia,2004,SAU,6.401537895
Saudi Arabia,2005,SAU,6.401537895
Senegal,2002,SEN,6.410122
Senegal,2004,SEN,6.81143856
Senegal,2005,SEN,6.81143856
Serbia,1998,SRB,15.06986
Serbia,1999,SRB,16.05071
Serbia,2000,SRB,15.50049
Serbia,2001,SRB,14.46464
Serbia,2002,SRB,14.2481
Serbia,2003,SRB,13.74888
Serbia,2004,SRB,12.97721
Serbia,2005,SRB,13.71634
Serbia and Montenegro,1997,OWID_SRM,14.14686
Serbia and Montenegro,1998,OWID_SRM,12.63675
Serbia and Montenegro,1999,OWID_SRM,13.34126
Serbia and Montenegro,2000,OWID_SRM,12.89358
Serbia and Montenegro,2001,OWID_SRM,14.43999
Serbia and Montenegro,2002,OWID_SRM,14.3126
Serbia and Montenegro,2004,OWID_SRM,14.46964836
Serbia and Montenegro,2005,OWID_SRM,14.46964836
Seychelles,2002,SYC,10.17655
Seychelles,2004,SYC,9.507927895
Seychelles,2005,SYC,9.507927895
Sierra Leone,2002,SLE,13.64068
Sierra Leone,2004,SLE,11.98049736
Sierra Leone,2005,SLE,11.98049736
Singapore,1963,SGP,15.6672
Singapore,1964,SGP,14.75906
Singapore,1965,SGP,14.09774
Singapore,1966,SGP,16.72129
Singapore,1967,SGP,15.98031
Singapore,1968,SGP,19.42398
Singapore,1969,SGP,13.9952
Singapore,1970,SGP,13.73209
Singapore,1971,SGP,16.35336
Singapore,1972,SGP,16.65082
Singapore,1973,SGP,15.64216
Singapore,1974,SGP,13.70407
Singapore,1975,SGP,15.86606
Singapore,1976,SGP,15.03358
Singapore,1977,SGP,12.9747
Singapore,1978,SGP,14.89002
Singapore,1979,SGP,14.15758
Singapore,1980,SGP,13.21455
Singapore,1981,SGP,9.031859
Singapore,1982,SGP,11.54369
Singapore,1983,SGP,12.48183
Singapore,1984,SGP,9.511345
Singapore,1985,SGP,14.50564
Singapore,1986,SGP,14.41016
Singapore,1987,SGP,12.83475
Singapore,1988,SGP,15.44338
Singapore,1989,SGP,15.97309
Singapore,1990,SGP,13.36842
Singapore,1991,SGP,10.93564
Singapore,1992,SGP,9.741329
Singapore,1993,SGP,9.713158
Singapore,1994,SGP,10.96703
Singapore,1995,SGP,12.3293
Singapore,1996,SGP,8.06874
Singapore,1997,SGP,9.523671
Singapore,1998,SGP,10.5003
Singapore,1999,SGP,8.279798
Singapore,2000,SGP,8.996689
Singapore,2001,SGP,8.90111
Singapore,2002,SGP,8.919598
Singapore,2003,SGP,8.83317
Singapore,2004,SGP,8.683154
Singapore,2005,SGP,9.127511
Slovakia,1992,SVK,14.08595
Slovakia,1993,SVK,13.11195
Slovakia,1994,SVK,12.27202
Slovakia,1995,SVK,12.85946
Slovakia,1996,SVK,11.59665
Slovakia,1997,SVK,10.7445
Slovakia,1998,SVK,11.31283
Slovakia,1999,SVK,11.54251
Slovakia,2000,SVK,11.96882
Slovakia,2001,SVK,11.35117
Slovakia,2002,SVK,11.53703
Slovakia,2003,SVK,12.07549
Slovakia,2004,SVK,10.75127
Slovakia,2005,SVK,10.64574
Slovenia,1985,SVN,29.96108
Slovenia,1986,SVN,27.17877
Slovenia,1987,SVN,27.93761
Slovenia,1988,SVN,28.47483
Slovenia,1989,SVN,30.45968
Slovenia,1990,SVN,24.43765
Slovenia,1991,SVN,28.39221
Slovenia,1992,SVN,25.59074
Slovenia,1993,SVN,27.03557
Slovenia,1994,SVN,26.88709
Slovenia,1995,SVN,24.31161
Slovenia,1996,SVN,25.64912
Slovenia,1997,SVN,25.30084
Slovenia,1998,SVN,26.17643
Slovenia,1999,SVN,24.62593
Slovenia,2000,SVN,23.93481
Slovenia,2001,SVN,23.37028
Slovenia,2002,SVN,21.29828
Slovenia,2003,SVN,21.99888
Slovenia,2004,SVN,20.05259
Slovenia,2005,SVN,19.42261
Solomon Islands,2002,SLB,4.682738
Solomon Islands,2004,SLB,4.484752655
Solomon Islands,2005,SLB,4.484752655
Somalia,2002,SOM,10.09256
Somalia,2004,SOM,29.86416435
Somalia,2005,SOM,29.86416435
South Africa,2002,ZAF,12.59825
South Africa,2004,ZAF,15.714571
South Africa,2005,ZAF,15.714571
South Korea,1985,KOR,9.882329
South Korea,1986,KOR,9.032893
South Korea,1987,KOR,8.468999
South Korea,1988,KOR,7.340459
South Korea,1989,KOR,7.436526
South Korea,1990,KOR,7.594887
South Korea,1991,KOR,7.238297
South Korea,1992,KOR,8.208565
South Korea,1993,KOR,9.543824
South Korea,1994,KOR,9.590639
South Korea,1995,KOR,10.65248
South Korea,1996,KOR,12.66524
South Korea,1997,KOR,12.823
South Korea,1998,KOR,17.89061
South Korea,1999,KOR,14.63078
South Korea,2000,KOR,13.15629
South Korea,2001,KOR,13.95559
South Korea,2002,KOR,17.10887
South Korea,2003,KOR,21.20205
South Korea,2004,KOR,21.88241
South Korea,2005,KOR,22.40456
Spain,1951,ESP,6.002937
Spain,1952,ESP,6.088732
Spain,1953,ESP,6.044108
Spain,1954,ESP,5.903178
Spain,1955,ESP,5.536589
Spain,1956,ESP,5.30954
Spain,1957,ESP,5.280958
Spain,1958,ESP,5.039659
Spain,1959,ESP,5.15363
Spain,1960,ESP,5.520239
Spain,1961,ESP,5.153321
Spain,1962,ESP,4.831709
Spain,1963,ESP,4.821046
Spain,1964,ESP,4.801649
Spain,1965,ESP,4.588103
Spain,1966,ESP,4.460283
Spain,1967,ESP,4.289072
Spain,1968,ESP,4.108692
Spain,1969,ESP,4.217566
Spain,1970,ESP,3.856842
Spain,1971,ESP,4.086316
Spain,1972,ESP,4.21391
Spain,1973,ESP,3.980632
Spain,1974,ESP,3.733753
Spain,1975,ESP,3.674462
Spain,1976,ESP,3.8569
Spain,1977,ESP,3.807381
Spain,1978,ESP,3.832891
Spain,1979,ESP,3.858464
Spain,1980,ESP,4.074317
Spain,1981,ESP,4.204177
Spain,1982,ESP,4.445822
Spain,1983,ESP,5.082625
Spain,1984,ESP,5.760107
Spain,1985,ESP,5.697421
Spain,1986,ESP,6.221115
Spain,1987,ESP,6.198634
Spain,1988,ESP,6.51844
Spain,1989,ESP,6.489957
Spain,1990,ESP,6.24552
Spain,1991,ESP,6.136345
Spain,1992,ESP,5.799902
Spain,1993,ESP,6.374966
Spain,1994,ESP,6.576002
Spain,1995,ESP,6.438225
Spain,1996,ESP,6.783312
Spain,1997,ESP,6.762559
Spain,1998,ESP,6.459838
Spain,1999,ESP,6.21019
Spain,2000,ESP,6.479599
Spain,2001,ESP,5.983665
Spain,2002,ESP,6.222061
Spain,2003,ESP,6.301854
Spain,2004,ESP,6.247683
Spain,2005,ESP,5.888479
Sri Lanka,1950,LKA,8.411093
Sri Lanka,1951,LKA,9.073273
Sri Lanka,1952,LKA,8.763982
Sri Lanka,1953,LKA,9.034234
Sri Lanka,1954,LKA,10.22454
Sri Lanka,1955,LKA,9.111322
Sri Lanka,1956,LKA,10.25548
Sri Lanka,1957,LKA,10.87995
Sri Lanka,1958,LKA,11.22152
Sri Lanka,1959,LKA,10.7647
Sri Lanka,1960,LKA,12.93573
Sri Lanka,1961,LKA,12.5786
Sri Lanka,1962,LKA,14.81982
Sri Lanka,1963,LKA,15.67052
Sri Lanka,1964,LKA,17.49431
Sri Lanka,1965,LKA,16.24983
Sri Lanka,1966,LKA,16.48888
Sri Lanka,1967,LKA,21.32496
Sri Lanka,1968,LKA,21.39651
Sri Lanka,1977,LKA,21.28532
Sri Lanka,1980,LKA,32.41936
Sri Lanka,1981,LKA,32.34711
Sri Lanka,1982,LKA,34.98421
Sri Lanka,1983,LKA,38.27076
Sri Lanka,1984,LKA,39.0163
Sri Lanka,1985,LKA,38.07233
Sri Lanka,1986,LKA,35.89977
Sri Lanka,2002,LKA,31.96863
Sri Lanka,2004,LKA,28.10404587
Sri Lanka,2005,LKA,28.10404587
Sudan,2002,SDN,8.698104
Sudan,2004,SDN,9.709555626
Sudan,2005,SDN,9.709555626
Suriname,2002,SUR,18.16088
Suriname,2004,SUR,20.7474308
Suriname,2005,SUR,20.7474308
Swaziland,2002,SWZ,6.360499
Swaziland,2004,SWZ,12.87222195
Swaziland,2005,SWZ,12.87222195
Sweden,1951,SWE,14.55992
Sweden,1952,SWE,14.89569
Sweden,1953,SWE,16.38975
Sweden,1954,SWE,14.8011
Sweden,1955,SWE,15.53932
Sweden,1956,SWE,17.58902
Sweden,1957,SWE,17.43832
Sweden,1958,SWE,14.90001
Sweden,1959,SWE,15.86812
Sweden,1960,SWE,15.2327
Sweden,1961,SWE,14.73442
Sweden,1962,SWE,16.2228
Sweden,1963,SWE,16.32049
Sweden,1964,SWE,17.42311
Sweden,1965,SWE,16.62649
Sweden,1966,SWE,17.66613
Sweden,1967,SWE,19.30806
Sweden,1968,SWE,19.36115
Sweden,1969,SWE,19.5681
Sweden,1970,SWE,19.88535
Sweden,1971,SWE,18.19591
Sweden,1972,SWE,18.19821
Sweden,1973,SWE,18.63019
Sweden,1974,SWE,17.76685
Sweden,1975,SWE,17.47587
Sweden,1976,SWE,17.04633
Sweden,1977,SWE,17.41359
Sweden,1978,SWE,16.82889
Sweden,1979,SWE,18.16812
Sweden,1980,SWE,17.2743
Sweden,1981,SWE,15.28357
Sweden,1982,SWE,16.83182
Sweden,1983,SWE,16.53193
Sweden,1984,SWE,17.24587
Sweden,1985,SWE,15.72008
Sweden,1986,SWE,16.13395
Sweden,1987,SWE,15.70118
Sweden,1988,SWE,16.19208
Sweden,1989,SWE,16.02465
Sweden,1990,SWE,14.34026
Sweden,1991,SWE,14.64007
Sweden,1992,SWE,13.00007
Sweden,1993,SWE,13.2547
Sweden,1994,SWE,12.3852
Sweden,1995,SWE,12.8048
Sweden,1996,SWE,11.83133
Sweden,1997,SWE,11.5211
Sweden,1998,SWE,11.32528
Sweden,1999,SWE,11.58661
Sweden,2000,SWE,10.50198
Sweden,2001,SWE,10.84564
Sweden,2002,SWE,10.97088
Sweden,2003,SWE,10.37456
Sweden,2004,SWE,10.68662
Sweden,2005,SWE,11.11583
Switzerland,1951,CHE,19.60526
Switzerland,1952,CHE,19.82315
Switzerland,1953,CHE,20.13758
Switzerland,1954,CHE,20.83422
Switzerland,1955,CHE,19.63045
Switzerland,1956,CHE,19.80364
Switzerland,1957,CHE,19.26623
Switzerland,1958,CHE,19.4159
Switzerland,1959,CHE,17.98966
Switzerland,1960,CHE,17.78563
Switzerland,1961,CHE,17.05184
Switzerland,1962,CHE,17.73772
Switzerland,1963,CHE,16.13738
Switzerland,1964,CHE,15.95987
Switzerland,1965,CHE,17.28978
Switzerland,1966,CHE,17.3628
Switzerland,1967,CHE,16.70741
Switzerland,1968,CHE,16.16756
Switzerland,1969,CHE,16.24692
Switzerland,1970,CHE,17.27734
Switzerland,1971,CHE,17.30537
Switzerland,1972,CHE,18.16105
Switzerland,1973,CHE,17.28867
Switzerland,1974,CHE,18.81595
Switzerland,1975,CHE,20.89678
Switzerland,1976,CHE,20.31346
Switzerland,1977,CHE,21.83301
Switzerland,1978,CHE,21.83531
Switzerland,1979,CHE,22.36834
Switzerland,1980,CHE,22.78979
Switzerland,1981,CHE,21.00935
Switzerland,1982,CHE,21.80501
Switzerland,1983,CHE,22.06875
Switzerland,1984,CHE,21.64091
Switzerland,1985,CHE,21.66124
Switzerland,1986,CHE,19.58177
Switzerland,1987,CHE,20.18012
Switzerland,1988,CHE,18.85795
Switzerland,1989,CHE,19.18289
Switzerland,1990,CHE,18.16399
Switzerland,1991,CHE,18.7156
Switzerland,1992,CHE,17.29281
Switzerland,1993,CHE,16.97251
Switzerland,1994,CHE,17.73643
Switzerland,1995,CHE,16.60126
Switzerland,1996,CHE,16.73695
Switzerland,1997,CHE,15.4908
Switzerland,1998,CHE,15.63122
Switzerland,1999,CHE,14.63556
Switzerland,2000,CHE,15.41755
Switzerland,2001,CHE,14.58222
Switzerland,2002,CHE,15.45505
Switzerland,2003,CHE,13.21985
Switzerland,2004,CHE,13.09476
Switzerland,2005,CHE,13.23981
Syria,2002,SYR,0.5609214
Syria,2004,SYR,0.523527563
Syria,2005,SYR,0.523527563
Tajikistan,2002,TJK,6.511811
Tajikistan,2004,TJK,2.648980856
Tajikistan,2005,TJK,2.648980856
Tanzania,2002,TZA,3.591502
Tanzania,2004,TZA,12.41118145
Tanzania,2005,TZA,12.41118145
Thailand,2002,THA,10.68856
Thailand,2004,THA,9.847459793
Thailand,2005,THA,9.847459793
Timor,2002,TLS,13.07974
Timor,2004,TLS,9.633114815
Timor,2005,TLS,9.633114815
Togo,2002,TGO,6.584218
Togo,2004,TGO,6.369887829
Togo,2005,TGO,6.369887829
Tonga,2002,TON,4.583961
Tonga,2004,TON,4.527851582
Tonga,2005,TON,4.527851582
Trinidad and Tobago,1951,TTO,4.269865
Trinidad and Tobago,1952,TTO,5.576343
Trinidad and Tobago,1953,TTO,6.223582
Trinidad and Tobago,1954,TTO,6.130192
Trinidad and Tobago,1955,TTO,7.998585
Trinidad and Tobago,1956,TTO,7.283185
Trinidad and Tobago,1957,TTO,7.703564
Trinidad and Tobago,1958,TTO,4.839097
Trinidad and Tobago,1960,TTO,4.224579
Trinidad and Tobago,1961,TTO,4.686509
Trinidad and Tobago,1962,TTO,3.849185
Trinidad and Tobago,1963,TTO,2.567165
Trinidad and Tobago,1967,TTO,5.010607
Trinidad and Tobago,1968,TTO,8.639403
Trinidad and Tobago,1970,TTO,10.13952
Trinidad and Tobago,1971,TTO,6.055122
Trinidad and Tobago,1972,TTO,11.39815
Trinidad and Tobago,1973,TTO,11.31108
Trinidad and Tobago,1974,TTO,8.571754
Trinidad and Tobago,1975,TTO,10.15632
Trinidad and Tobago,1976,TTO,10.01869
Trinidad and Tobago,1977,TTO,9.403189
Trinidad and Tobago,1978,TTO,4.742816
Trinidad and Tobago,1979,TTO,5.618334
Trinidad and Tobago,1980,TTO,4.313765
Trinidad and Tobago,1981,TTO,5.462587
Trinidad and Tobago,1982,TTO,7.519302
Trinidad and Tobago,1983,TTO,9.482351
Trinidad and Tobago,1984,TTO,6.576272
Trinidad and Tobago,1985,TTO,2.660398
Trinidad and Tobago,1986,TTO,9.592935
Trinidad and Tobago,1987,TTO,10.63419
Trinidad and Tobago,1988,TTO,15.11596
Trinidad and Tobago,1989,TTO,15.81646
Trinidad and Tobago,1990,TTO,14.83758
Trinidad and Tobago,1991,TTO,12.86188
Trinidad and Tobago,1992,TTO,14.06027
Trinidad and Tobago,1993,TTO,14.80194
Trinidad and Tobago,1994,TTO,12.62528
Trinidad and Tobago,1995,TTO,16.16787
Trinidad and Tobago,1996,TTO,12.48224
Trinidad and Tobago,1997,TTO,13.09639
Trinidad and Tobago,1998,TTO,13.81304
Trinidad and Tobago,1999,TTO,11.51521
Trinidad and Tobago,2000,TTO,13.19155
Trinidad and Tobago,2001,TTO,13.73944
Trinidad and Tobago,2002,TTO,11.65305
Trinidad and Tobago,2004,TTO,14.54716682
Trinidad and Tobago,2005,TTO,14.54716682
Tunisia,2002,TUN,4.507532
Tunisia,2004,TUN,3.146814108
Tunisia,2005,TUN,3.146814108
Turkey,2002,TUR,6.716264
Turkey,2004,TUR,3.56332469
Turkey,2005,TUR,3.56332469
Turkmenistan,1981,TKM,12.08519
Turkmenistan,1982,TKM,10.14225
Turkmenistan,1985,TKM,9.738485
Turkmenistan,1986,TKM,12.05377
Turkmenistan,1987,TKM,11.17028
Turkmenistan,1988,TKM,10.21823
